,databaseId,nbMentions,title
1361,100924,1,The Hitcher(1986)
1362,100935,24,The Dark Crystal
1363,100962,2,How to Stop Being a Loser(2011)
1364,101005,8,Tarzan(1999)
1365,101013,1,Coffin(2011)
1366,101037,5,The Rocketeer(1991)
1367,101053,1,Daddy's Girl(1996)
1368,101081,89,"Crazy, Stupid, Love(2011)"
1369,101131,2,Pee-wee's Big Adventure
1370,101138,2,Captain Mike Across America(2007)
1371,101153,18,The Croods(2013)
1372,101158,33,Jurassic Park
1373,101163,2,Stay Tuned(1992)
1374,101212,3,Hoodwinked!(2005)
1375,101241,2,To Catch a Thief(1955)
1376,101245,1,Her Battle for Existence(1910)
1377,101247,10,The Transformers: The Movie
1378,101264,245,Inception(2010)
1379,101283,1,Zombeavers(2014)
1380,101284,1,The Wizard of Oz(1982)
1381,101300,1,The Thomas Crown Affair(1968)
1382,101315,1,The Red and the Black(1954)
1383,101334,5,Death Note(2017)
1384,101335,3,Spider(2007)
1385,101352,2,Prelude to War(1942)
1386,101354,1,The Mothman Prophecies(2002)
1387,101399,9,Drunken Master(1978)
1388,101444,8,RoboCop(2014)
1389,101479,1,The Bad News Bears(1976)
1390,101483,3,Room(2005)
1391,101493,2,Pinocchio(1967)
1392,101495,1,Enemy(2013)
1393,101509,1,Paranormal Activity: The Marked Ones(2014)
1394,101523,44,Training Day(2001)
1395,101529,1,We'll Never Have Paris
1396,101569,1,Masterminds(2013)
1397,101570,2,Shall We Dance%3F(2004)
1398,101691,47,Bad Boys(1995)
1399,101744,17,Thelma & Louise(1991)
1400,101745,1,Lili(1953)
1401,101762,3,Let Me Out(2013)
1402,101775,53,Raiders of the Lost Ark(1981)
1403,101780,13,Zathura(2005)
1404,101785,7,Before I Wake(2016)
1405,101794,85,Lethal Weapon(1987)
1406,101799,9,The Kids Are Alright(1979)
1407,101813,5,Much Ado About Nothing(2016)
1408,101846,1,Last Man Standing(1996)
1409,101855,1,Future X-Cops(2010)
1410,101859,2,Nausicaä of the Valley of the Wind(1984)
1411,101889,5,Timecop(1994)
1412,101902,2,Night of the Living Bread(1990)
1413,101908,1,Rollerball(1975)
1414,101921,7,Swiss Family Robinson(1960)
1415,101948,1,The Fixer(2016)
1416,102007,6,Water for Elephants(2011)
1417,102053,1,Are We Done Yet%3F(2007)
1418,102057,6,Jackass 3D(2010)
1419,102067,3,The Wildest Dream(2010)
1420,102073,8,Ghost in the Shell(1995)
1421,102104,3,I Am Michael(2015)
1422,102116,13,Point Break(1991)
1423,102123,2,Fruitvale Station(2013)
1424,102141,4,Run Lola Run(1998)
1425,102147,1,Dread(2009)
1426,102157,7,Hoosiers(1986)
1427,102185,1,Two Night Stand(2014)
1428,102249,5,Whip It(2009)
1429,102290,2,Sorority Row(2009)
1430,102314,5,United 93(2006)
1431,102316,1,Queen of Babylon(1954)
1432,102324,2,A Better Tomorrow(1986)
1433,102326,9,Snowden(2016)
1434,102329,37,Pearl Harbor(2001)
1435,102343,3,Fed Up(2014)
1436,102346,3,Barbershop: The Next Cut(2016)
1437,102403,1,The Kid(1999)
1438,102417,8,We Bought a Zoo
1439,102429,1,Dum(2003)
1440,102442,1,Autumn in New York(2000)
1441,102456,1,The Truth About Cats & Dogs(1996)
1442,102457,3,Bird(1988)
1443,102475,4,Camp Rock 2: The Final Jam
1444,102493,10,The Illusionist(2010)
1445,102499,1,Night at the Museum 
1446,102513,15,"O Brother, Where Art Thou%3F(2000)"
1447,102528,5,Mansfield Park(2007)
1448,102613,4,The Last Godfather(2010)
1449,102631,1,Obsession(1997)
1450,102652,4,Mirrors(2008)
1451,102671,1,Suddenly(1996)
1452,102691,9,Room 237(2012)
1453,102696,1,Bring It On Again
1454,102703,7,Love Story(1986)
1455,102719,1,Scent of a Woman(1992)
1456,102722,1,Sky Captain and the World of Tomorrow(2004)
1457,102733,1,Murder on the Campus(1933)
1458,102747,1,Barbie as Rapunzel(2002)
1459,102752,5,Keith(2008)
1460,102761,1,Singing Lovebirds(1939)
1461,102811,1,The Children Who Cheated the Nazis(2000)
1462,102812,2,"Big Mommas: Like Father, Like Son(2011)"
1463,102889,2,Fun(1994)
1464,102910,1,Stagecoach(1986)
1465,102937,3,Bicycle Thieves(1948)
1466,102954,3,Falling Down(1993)
1467,103032,1,The Old Man(2012)
1468,103034,3,(2015)
1469,103046,1,The Smurfs 2(2013)
1470,103066,2,The Glass Castle 
1471,103097,2,The Brothers(2001)
1472,103163,2,Batman and Robin(1949)
1473,103175,24,Freddy vs. Jason(2003)
1474,103180,2,Ransom(1996)
1475,103189,2,The Nun(2013)
1476,103196,1,The Sunshine Boys(1975)
1477,103198,3,Hidalgo(2004)
1478,103213,1,Bandslam(2009)
1479,103222,3,Annie Get Your Gun(1950)
1480,103252,3,My Big Fat Greek Wedding 2(2016)
1481,103257,15,The Emperor's New Groove(2000)
1482,103291,1,Eddie Murphy Delirious
1483,103298,1,House Party(1990)
1484,103310,1,Money Monster(2016)
1485,103322,1,King Boxer(1972)
1486,103330,1,Hamilton(2006)
1487,103377,2,"Hail, Caesar!(2016)"
1488,103400,5,The Green Berets(1968)
1489,103406,1,Winter Passing(2005)
1490,103420,1,The Final Countdown(1980)
1491,103429,2,Bug(2006)
1492,103434,1,Barbie of Swan Lake
1493,103441,2,Hyde Park on Hudson(2012)
1494,103452,2,Sex Drive(2008)
1495,103466,3,The Missing(2003)
1496,103486,2,Malibu's Most Wanted(2003)
1497,103517,1,A Guide to Recognizing Your Saints(2006)
1498,103521,1,Insomnia(1997)
1499,103527,2,Pinocchio(2012)
1500,103539,1,Night of Fear(1972)
1501,103550,7,Mr. Brooks(2007)
1502,103552,3,MirrorMask(2005)
1503,103588,1,RRRrrrr!!!
1504,103646,9,License to Wed(2007)
1505,103663,1,The Forbidden Kingdom(2008)
1506,103690,1,King(2002)
1507,103714,1,Girls(1980)
1508,103738,3,Black Snake Moan(2006)
1509,103739,3,Darkman(1990)
1510,103743,14,A Clockwork Orange(1971)
1511,103749,11,Pontypool(2008)
1512,103764,3,A Mighty Wind(2003)
1513,103784,4,The Ramen Girl(2008)
1514,103800,3,The Last Face(2016)
1515,103867,2,Gunfight at the O.K. Corral(1957)
1516,103876,1,The Recruit(2003)
1517,103887,1,The Trip to Italy(2014)
1518,103892,1,The Man Who Knew Infinity(2015)
1519,103896,24,House of 1000 Corpses(2003)
1520,103906,15,The Conjuring 
1521,103957,14,A Christmas Story(1983)
1522,103991,2,"Synecdoche, New York(2008)"
1523,103993,10,Bend It Like Beckham(2002)
1524,104007,1,Furry Vengeance(2010)
1525,104025,1,2010(1984)
1526,104047,10,Mad Max Beyond Thunderdome(1985)
1527,104052,11,The Inglorious Bastards(1978)
1528,104089,1,The Cat Returns
1529,104137,6,Jumper(2008)
1530,104147,3,Fanboys(2009)
1531,104154,8,Eat Pray Love(2010)
1532,104174,45,Animal House(1978)
1533,104177,18,Crash(2004)
1534,104180,138,La La Land(2016)
1535,104183,18,The Last Samurai(2003)
1536,104192,4,The Other Boleyn Girl(2008)
1537,104199,2,The Aristocrats(2005)
1538,104220,1,Meet the Feebles(1989)
1539,104222,2,Cops and Robbers(1993)
1540,104225,1,Pat Garrett and Billy the Kid(1973)
1541,104248,3,Sleepy Hollow High(2000)
1542,104249,4,Three Days of the Condor(1975)
1543,104253,11,The Perks of Being a Wallflower 
1544,104278,2,Max(2015)
1545,104280,1,Batman Beyond: Return of the Joker
1546,104316,1,CinderElmo
1547,104331,3,Wordplay(2006)
1548,104364,2,Alex & Emma(2003)
1549,104367,3,Before I Go to Sleep(2014)
1550,104378,26,High School Musical 
1551,104391,18,School of Rock(2003)
1552,104410,1,Mythica: A Quest for Heroes(2015)
1553,104477,1,Frozen(2007)
1554,104483,2,Piranha(1995)
1555,104502,1,The Misfits(1961)
1556,104519,1,Straw Dogs(2011)
1557,104551,2,Dracula 2000(2000)
1558,104564,3,Nancy Drew(2002)
1559,104589,2,Beasts of No Nation(2015)
1560,104629,1,Take Off Your Clothes and Live!(1963)
1561,104700,6,Fallen(1998)
1562,104711,4,Mudbound 
1563,104766,10,Bring It On(2000)
1564,104772,1,Blade 
1565,104779,1,Carolina(2003)
1566,104784,1,Tinker Bell 
1567,104790,1,Lady Sings the Blues(1972)
1568,104809,14,Rush(2013)
1569,104831,3,Paris Can Wait(2016)
1570,104844,8,Sex Tape(2014)
1571,104847,4,Paranormal Activity 4(2012)
1572,104893,2,Batman: Death Wish(2012)
1573,104901,2,Collateral Damage(2002)
1574,104919,1,Miss March(2009)
1575,104930,30,Crank(2006)
1576,104942,1,Pan(1995)
1577,104943,3,Just the Way You Are(2015)
1578,104989,22,The Imitation Game(2014)
1579,105031,43,Gone in 60 Seconds(2000)
1580,105048,1,La Cucina(2007)
1581,105052,2,Our School's E.T.(2008)
1582,105060,2,Ice Age: Dawn of the Dinosaurs(2009)
1583,105068,14,First Blood(1982)
1584,105089,5,Lion(2016)
1585,105123,1,Rocky 
1586,105178,3,Best Friends(2007)
1587,105190,2,Private School(1983)
1588,105216,1,Space Cop(2016)
1589,105230,6,Planet Earth Live(2010)
1590,105261,2,The Free World(2016)
1591,105264,1,Vile(2011)
1592,105289,1,The Diary(1974)
1593,105294,1,The Motorcycle Diaries(2004)
1594,105300,1,Murder at 1600(1997)
1595,105302,1,Something New(2006)
1596,105334,4,Memphis Belle(1990)
1597,105346,3,The Killing of a Sacred Deer
1598,105403,2,Occult(2009)
1599,105428,3,3:10 to Yuma(1957)
1600,105461,9,All About Eve(1950)
1601,105465,2,The Entity(1981)
1602,105476,1,The Divide(2015)
1603,105486,1,Poverty Inc.(2014)
1604,105529,1,Harriet the Spy(1996)
1605,105556,20,There Will Be Blood(2007)
1606,105558,1,Barefoot in the Park(1967)
1607,105563,1,Child's Play 2(1990)
1608,105589,54,Annihilation(2018)
1609,105612,1,My Wishes(1999)
1610,105617,1,The Cabin in the Mountains(2014)
1611,105645,2,Lord of War(2005)
1612,105656,1,The Duellists(1977)
1613,105690,1,Planet Earth Live 
1614,105704,2,A Room with a View(2007)
1615,105712,3,Rocky IV(1985)
1616,105735,2,Sommersby(1993)
1617,105748,2,Lifted(2011)
1618,105764,4,Newsies(1992)
1619,105787,1,The Box(2003)
1620,105792,1,Imperial Dreams(2014)
1621,105809,1,Jesus(1973)
1622,105827,23,Kung Fu Panda(2008)
1623,105900,1,Christmas in Connecticut(1945)
1624,105916,3,Semi-Pro(2008)
1625,105923,1,Anything Goes(1956)
1626,105952,1,Four Rooms(1995)
1627,105958,1,One Piece: The Movie(2000)
1628,105959,1,I Heart Huckabees(2004)
1629,105969,1,The Last Picture Show(1971)
1630,105979,2,Dance Flick(2009)
1631,106018,1,Alaska(1996)
1632,106022,2,Taxi(2015)
1633,106113,1,Mimic(1997)
1634,106116,1,This Is England(2006)
1635,106126,5,My Life(1993)
1636,106132,9,Caddyshack II(1988)
1637,106135,1,Hitman(2014)
1638,106186,3,Firestarter(1984)
1639,106197,1,Let's Go to Prison(2006)
1640,106214,1,Troy Black
1641,106233,170,Jumanji(1995)
1642,106269,2,Atlantis: The Lost Empire(2001)
1643,106286,1,Holmes & Watson. Madrid Days(2012)
1644,106315,2,Bertie and Elizabeth
1645,106317,5,Meet the Parents(2000)
1646,106388,157,The Princess Bride(1987)
1647,106404,2,The Odd Couple(1968)
1648,106407,7,High School Musical 2
1649,106416,4,Funny Face(1957)
1650,106494,1,In Cold Blood(1996)
1651,106524,1,The Incident(2011)
1652,106562,4,Friends(1993)
1653,106576,13,The Girl with the Dragon Tattoo(2009)
1654,106588,22,Fatal Attraction(1987)
1655,106614,3,Sunset Strip(2000)
1656,106625,1,Back to School(1986)
1657,106633,1,Dracula(2006)
1658,106635,3,Stomp the Yard(2007)
1659,106652,4,Behind Enemy Lines(2001)
1660,106662,8,Public Enemies(2009)
1661,106673,1,Outsider(1997)
1662,106674,1,Bad Boys 
1663,106707,2,Carousel(1956)
1664,106761,14,The Replacements(2000)
1665,106827,31,The Mighty Ducks(1992)
1666,106831,5,Dumbo
1667,106843,1,The Ledge(2011)
1668,106844,1,The Battle of the Sexes(1914)
1669,106853,28,Harry Potter and the Philosopher's Stone(2001)
1670,106887,38,Les Misérables(2012)
1671,106924,1,Red(2016)
1672,107018,13,Frozen 
1673,107019,1,The Aviator(1985)
1674,107047,28,The Hitman's Bodyguard
1675,107050,2,Scooby-Doo 
1676,107058,1,Death Run(1987)
1677,107168,1,Santa's Slay(2005)
1678,107171,5,EuroTrip(2004)
1679,107174,14,Christmas with the Kranks(2004)
1680,107175,42,Jeepers Creepers(2001)
1681,107216,2,Song of the Sea(2014)
1682,107265,18,Mulan(2009)
1683,107266,1,An American in Madras(2013)
1684,107312,1,The Haunted House(2005)
1685,107314,39,Ocean's Eleven(2001)
1686,107320,1,Faith like Potatoes(2006)
1687,107321,6,Charade(1953)
1688,107335,29,Leap Year(2010)
1689,107350,23,Sweeney Todd: The Demon Barber of Fleet Street(2007)
1690,107370,33,Lara Croft: Tomb Raider(2001)
1691,107379,2,Groundhog Day 
1692,107383,4,Monsters vs. Aliens(2009)
1693,107389,1,Look Who's Talking Too(1990)
1694,107394,1,101 Dalmatians II: Patch's London Adventure(2003)
1695,107396,6,8 Mile(2002)
1696,107407,25,I Know What You Did Last Summer(1997)
1697,107411,1,The Grandmaster(2013)
1698,107420,30,Dumb and Dumber To(2014)
1699,107429,2,Volcano(1997)
1700,107477,5,The Full Monty(1997)
1701,107486,6,Star Wars: The Clone Wars(2008)
1702,107514,77,Aladdin(1992)
1703,107548,1,15 Park Avenue(2005)
1704,107554,61,Inglourious Basterds(2009)
1705,107573,5,John Q.(2002)
1706,107585,1,Spy Kids 2: The Island of Lost Dreams(2002)
1707,107615,1,Horror Express(1972)
1708,107616,6,Dead Again(1991)
1709,107628,1,Elvis and Anabelle(2007)
1710,107658,2,Bringing Down the House(2003)
1711,107671,12,Road to Perdition(2002)
1712,107673,5,Concussion(2015)
1713,107677,4,Grosse Pointe Blank(1997)
1714,107684,1,Blankman(1994)
1715,107744,1,Impressionen unter Wasser(2002)
1716,107751,15,Fast Times at Ridgemont High
1717,107757,1,Greased Lightning(1977)
1718,107778,1,Scooby-Doo 2: Monsters Unleashed(2004)
1719,107781,1,Echo(2003)
1720,107799,3,The Monster Squad(1987)
1721,107807,6,Clash of the Titans(2010)
1722,107826,70,Meet the Fockers(2004)
1723,107844,1,Resident Evil: Vendetta
1724,107859,3,Nebraska(2013)
1725,107887,1,Mermaid(2000)
1726,107928,1,End Game(2006)
1727,107940,3,The Bridge on the River Kwai(1957)
1728,107994,1,Little Boy(2015)
1729,108017,1,Lou 
1730,108019,10,Sleepers(1996)
1731,108024,1,Devil(2011)
1732,108063,2,Eight Legged Freaks(2002)
1733,108093,1,Tango Tangles(1914)
1734,108094,2,Ouija: Origin of Evil(2016)
1735,108114,1,Last Ounce of Courage(2012)
1736,108121,1,Bed of Roses(1996)
1737,108137,34,Red Dragon(2002)
1738,108138,4,Parker(2013)
1739,108140,1,William & Catherine: A Royal Romance
1740,108195,41,Superman(1978)
1741,108205,1,Coming Home(2012)
1742,108217,2,Nick & Norah's Infinite Playlist(2008)
1743,108246,2,Death Wish 3(1985)
1744,108273,8,The Game Plan(2007)
1745,108278,152,The Lion King(1994)
1746,108299,1,Mother(1985)
1747,108301,14,Big Momma's House(2000)
1748,108351,1,All Quiet on the Western Front(1930)
1749,108389,28,Stand by Me(1986)
1750,108426,29,You Don't Mess with the Zohan(2008)
1751,108447,1,The Adjustment Bureau(2011)
1752,108453,5,Spy Hard(1996)
1753,108462,3,The Matrix Revisited
1754,108489,1,Sultan(2016)
1755,108551,1,Dolphin Tale 2(2014)
1756,108560,1,Brave New World(1998)
1757,108565,2,The Thing from Another World(1951)
1758,108574,2,The Killing(1956)
1759,108659,1,Night of the Dead(2006)
1760,108668,4,Teenage Mutant Ninja Turtles(1990)
1761,108706,6,Never Back Down(2008)
1762,108711,1,Three Days 
1763,108715,4,The A-Team(2010)
1764,108725,1,Killing Time(2013)
1765,108746,11,Shooter(2007)
1766,108801,10,Penguins of Madagascar(2014)
1767,108853,1,Porco Rosso
1768,108863,7,Love Story(2011)
1769,108897,8,Moana 
1770,108923,1,A Knight in Camelot
1771,108934,88,Thor 
1772,108943,2,My Blueberry Nights(2007)
1773,108945,5,Single White Female
1774,108983,2,Fire Down Below(1997)
1775,108986,1,Empire of the Ants(1977)
1776,109030,23,Beaches(1988)
1777,109049,17,Terminator Genisys(2015)
1778,109064,5,Bridge to Terabithia(2007)
1779,109066,1,Playing for Keeps(2012)
1780,109075,1,Rubber(1936)
1781,109082,52,Black Swan(2010)
1782,109084,6,Hero(2007)
1783,109149,3,Heist(2001)
1784,109178,1,Good for Nothing(2014)
1785,109196,1,What Happened to Monday%3F
1786,109211,30,Avenger(2006)
1787,109310,2,Thomas and the Magic Railroad(2000)
1788,109323,1,Eden Lake(2008)
1789,109328,1,Blood Car(2007)
1790,109349,1,D-17(2008)
1791,109370,1,The Incredible Mr. Limpet(1964)
1792,109424,11,National Treasure: Book of Secrets(2007)
1793,109433,5,Dancer in the Dark(2000)
1794,109435,1,The Boy 
1795,109449,7,El Dorado(1966)
1796,109453,20,Cujo(1983)
1797,109474,5,Seven Psychopaths(2012)
1798,109487,19,Sin City(2005)
1799,109492,1,Operator 
1800,109495,2,Zulu(2013)
1801,109497,1,U.F.O.(2012)
1802,109558,2,The Gambler(2014)
1803,109568,1,Othello(1990)
1804,109594,1,Fever Pitch(2005)
1805,109621,2,America's Sweethearts(2001)
1806,109631,4,Wonderland(1999)
1807,109635,2,River's Edge(1986)
1808,109642,18,Batman v Superman: Dawn of Justice(2016)
1809,109660,1,Three Stooges Fun-O-Rama(1959)
1810,109729,2,Ladybugs(1992)
1811,109735,3,Dracula 3000(2004)
1812,109743,6,The Rite(2011)
1813,109753,1,The Disappointments Room(2016)
1814,109784,6,Butch Cassidy and the Sundance Kid(1969)
1815,109788,15,The Family Stone(2005)
1816,109798,4,Lucky Number Slevin(2006)
1817,109844,2,Money Talks(1997)
1818,109877,5,Up in the Air(2009)
1819,109883,1,Bears(2014)
1820,109892,1,Chasing Liberty(2004)
1821,109896,21,Fences(2016)
1822,109911,2,"It's a Mad, Mad, Mad World(1987)"
1823,109931,1,List of accolades received by Inception
1824,109963,4,The Mask of Zorro(1998)
1825,110000,1,These Final Hours(2013)
1826,110011,46,Manchester by the Sea(2016)
1827,110046,1,Veronica(1972)
1828,110075,1,Midnight Sun(2014)
1829,110078,1,The Legend of Ben Hall
1830,110109,1,Brothers(2009)
1831,110119,1,As You Are(2016)
1832,110291,21,Sully(2016)
1833,110309,14,The Divergent Series
1834,110313,1,The Kite(2003)
1835,110352,2,Lockout(2012)
1836,110357,4,Sam(1986)
1837,110362,2,Miracle on 34th Street(1947)
1838,110365,2,Puff the Magic Dragon(1978)
1839,110419,2,Come Back to Me(2014)
1840,110433,2,The Borrower(1991)
1841,110494,12,American History X(1998)
1842,110497,1,Trouble with the Curve(2012)
1843,110510,1,A Nightmare on Elm Street 4: The Dream Master(1988)
1844,110517,1,Turbo(2013)
1845,110529,45,The Italian Job(2003)
1846,110534,3,The Comedy(2012)
1847,110577,1,Lost in the Wild(1993)
1848,110580,31,The Social Network(2010)
1849,110593,1,King of Hearts(1966)
1850,110605,29,Panic Room(2002)
1851,110608,1,Girls' Night(1998)
1852,110613,1,Outcast(2010)
1853,110632,1,Chasing Ice
1854,110635,5,Bleed for This(2016)
1855,110676,1,The Descent Part 2(2009)
1856,110685,6,Mr. Woodcock(2007)
1857,110698,1,The Monuments Men(2014)
1858,110711,2,Bring It On 
1859,110715,8,The Internship(2013)
1860,110732,3,House of Flying Daggers(2004)
1861,110746,2,The Bachelorette 
1862,110763,2,The Enforcer(1976)
1863,110800,1,Don Jon(2013)
1864,110806,1,Star Wars Kid
1865,110815,2,The Echo(2008)
1866,110831,1,Seasons of Our Love(1966)
1867,110858,1,Home Sweet Home(2016)
1868,110875,5,Pinocchio(1972)
1869,110878,6,Johnny English(2003)
1870,110944,3,Date Movie(2006)
1871,111030,1,Diabolique(1996)
1872,111041,1,Subway(1985)
1873,111063,10,Boogie Nights(1997)
1874,111099,45,Catch Me If You Can(2002)
1875,111132,10,The Color Purple(1985)
1876,111153,1,Ladder 49(2004)
1877,111161,13,Team America: World Police(2003)
1878,111165,1,Nora(1944)
1879,111188,2,"Yours, Mine and Ours(1968)"
1880,111189,2,Step Up: All In(2014)
1881,111216,8,The Giver(2014)
1882,111262,15,Homeward Bound(1923)
1883,111292,1,Gifted Hands: The Ben Carson Story
1884,111399,1,We Are the Freaks(2013)
1885,111405,10,Grease 2(1982)
1886,111429,84,Guardians of the Galaxy Vol. 2(2017)
1887,111435,1,Quantum of Solace(2008)
1888,111452,2,Alien 51(2004)
1889,111475,9,Bachelor Party(2012)
1890,111488,14,L.A. Confidential(1997)
1891,111500,1,"The Cook, the Thief, His Wife & Her Lover(1989)"
1892,111528,1,Girl in Progress
1893,111540,235,Dunkirk(2017)
1894,111572,3,The Greatest Game Ever Played(2005)
1895,111585,1,Body Snatchers(1993)
1896,111598,5,Dragonheart(1996)
1897,111612,2,Sophie Scholl – The Final Days(2005)
1898,111694,22,The Phantom of the Opera(2004)
1899,111717,1,Norman: The Moderate Rise and Tragic Fall of a New York Fixer
1900,111730,3,Redline(2009)
1901,111776,124,Super Troopers(2001)
1902,111782,14,Amadeus(1984)
1903,111831,1,Kicking and Screaming(1995)
1904,111841,2,King of New York(1990)
1905,111892,1,Brides(2004)
1906,111903,2,Just Friends%3F(2009)
1907,111918,231,Step Brothers(2008)
1908,111922,1,Brother Nature(2016)
1909,111929,2,"Salò, or the 120 Days of Sodom(1975)"
1910,111953,1,Skiptrace(2016)
1911,111961,1,Jack the Ripper(1976)
1912,112069,150,Mad Max: Fury Road(2015)
1913,112074,1,Just Between Us(2010)
1914,112106,1,The Nativity Story
1915,112116,1,Bad Lieutenant: Port of Call New Orleans(2009)
1916,112161,3,The Prince(1996)
1917,112203,8,French Kiss(1995)
1918,112209,1,Copper Mountain(1983)
1919,112233,1,Night of the Living Dead 
1920,112244,2,Scooby-Doo on Zombie Island(1998)
1921,112259,1,Pink Flamingos(1972)
1922,112260,7,James and the Giant Peach(1996)
1923,112277,38,Rent(2005)
1924,112284,18,Ring(1998)
1925,112297,4,The Love Guru(2008)
1926,112305,1,The Chronicles of Riddick: Dark Fury
1927,112314,1,Timeline(2014)
1928,112332,1,Miami Vice(2006)
1929,112342,3,Trick or Treat 
1930,112343,1,Million Dollar Arm(2014)
1931,112346,63,The Fifth Element
1932,112365,22,Flubber(1997)
1933,112386,2,Dragonslayer(1981)
1934,112404,3,Good Time 
1935,112434,1,Rocky V(1990)
1936,112446,1,Gunslinger(1956)
1937,112455,1,The Escapist(2008)
1938,112471,1,Japanese Story(2003)
1939,112493,2,The Man Who Wasn't There(2001)
1940,112538,1,Dawson City: Frozen Time(2016)
1941,112579,5,Kung Fu Hustle(2004)
1942,112585,4,The Cider House Rules(1999)
1943,112586,4,Wild Hearts Can't Be Broken(1991)
1944,112596,10,Sling Blade(1996)
1945,112622,11,Tremors(1990)
1946,112623,1,Mommy(2014)
1947,112644,1,Kids in the Hall: Brain Candy(1996)
1948,112680,34,13 Hours: The Secret Soldiers of Benghazi(2016)
1949,112688,1,The Muppet Christmas Carol(1992)
1950,112719,172,Gone Girl(2014)
1951,112735,2,Measure of a Man(2010)
1952,112737,11,Kingpin(1996)
1953,112742,1,The Penguin King
1954,112774,2,Dr. Dolittle 3(2006)
1955,112779,1,Even Money(2006)
1956,112783,4,Shrek the Third(2007)
1957,112792,5,The Hills Have Eyes(1977)
1958,112833,1,Cry Danger(1951)
1959,112880,4,Hang 'Em High(1968)
1960,112902,3,EDtv(1999)
1961,112905,3,Attack on Titan(2015)
1962,112927,1,Tom and Jerry: Spy Quest(2015)
1963,112941,1,Gigantic(2018)
1964,112947,1,A Girl at My Door(2014)
1965,112973,1,Street Fighter(1992)
1966,112994,24,Gerald's Game(2017)
1967,113020,5,1944(2015)
1968,113035,50,"Three Billboards Outside Ebbing, Missouri(2017)"
1969,113055,9,Die Hard with a Vengeance(1995)
1970,113068,4,The Rescuers Down Under
1971,113134,2,A Trip to the Moon(1902)
1972,113137,1,Cyrano de Bergerac(1990)
1973,113150,34,Call Me by Your Name(2017)
1974,113192,1,Ace in the Hole(1951)
1975,113202,1,Gingerdead Man 2: Passion of the Crust(2008)
1976,113213,26,"I Love You, Man(2009)"
1977,113216,1,Kargus
1978,113220,5,The Orphanage(2007)
1979,113247,1,Broken Springs(2010)
1980,113262,3,Toys(1992)
1981,113279,2,12(2007)
1982,113392,37,The Pursuit of Happyness(2006)
1983,113404,2,Wing Chun(1994)
1984,113416,2,You Got Served(2004)
1985,113435,1,Bob Logan 
1986,113454,1,Life Is But a Dream
1987,113467,1,Secret(2009)
1988,113498,2,Places in the Heart(1984)
1989,113499,1,Aileen Wuornos: The Selling of a Serial Killer(1993)
1990,113514,1,Nadine(1987)
1991,113550,1,Necessary Roughness(1991)
1992,113586,1,Don't Answer the Phone(1980)
1993,113600,1,Ong Bak 3(2010)
1994,113622,1,What's Your Number%3F(2011)
1995,113667,1,The Informant(2013)
1996,113673,3,Invictus(2009)
1997,113679,3,Shaun the Sheep Movie(2015)
1998,113684,39,Cinderella(2015)
1999,113701,29,Fun with Dick and Jane(2005)
2000,113721,3,The Secret of Roan Inish(1994)
2001,113723,1,Good Kids(2016)
2002,113729,3,The Man Who Shot Liberty Valance(1962)
2003,113772,16,Christine(1983)
2004,113784,1,Ice Station Zebra(1968)
2005,113827,19,Annie Hall(1977)
2006,113834,2,Sky Raiders(1941)
2007,113862,3,Marnie(1964)
2008,113921,2,Forces of Nature(1999)
2009,113925,1,Traitor(2008)
2010,113931,1,Darkness Falls(1999)
2011,113972,25,"Honey, I Shrunk the Kids(1989)"
2012,114017,1,Turtles Can Fly(2004)
2013,114020,1,Benji: Off the Leash!(2004)
2014,114034,8,Dumb and Dumberer: When Harry Met Lloyd(2003)
2015,114048,3,Waiting to Exhale(1995)
2016,114063,1,Night Fairy(1986)
2017,114109,38,The Hateful Eight(2015)
2018,114111,2,Reign Over Me(2007)
2019,114129,17,Fifty Shades of Black(2016)
2020,114157,4,A Little Princess(1995)
2021,114165,5,The Reef(2010)
2022,114190,2,XXX: State of the Union(2005)
2023,114231,15,Cape Fear(1991)
2024,114256,4,Point Break(2015)
2025,114271,3,Escape from New York(1981)
2026,114306,1,Secret in Their Eyes(2015)
2027,114311,1,Irréversible(2002)
2028,114327,3,Lucy(2003)
2029,114341,115,Baywatch(2017)
2030,114367,1,Animal Crackers(1930)
2031,114371,1,Donald's Snow Fight(1942)
2032,114419,1,A Christmas Wedding
2033,114453,1,Heartbreakers(2001)
2034,114454,15,The Thin Red Line(1998)
2035,114458,6,The Amityville Curse(1990)
2036,114502,36,Hush(2016)
2037,114507,4,The Shop Around the Corner(1940)
2038,114513,19,Donnie Brasco(1997)
2039,114545,2,Benji(1974)
2040,114550,1,Legendary(2010)
2041,114560,48,The Prestige(2006)
2042,114580,2,After Hours(1985)
2043,114617,1,The Crucible(1996)
2044,114633,11,Brooklyn(2015)
2045,114652,1,The Return of the Living Dead(1985)
2046,114659,1,Sniper(1993)
2047,114669,1,The Search for General Tso(2014)
2048,114671,1,Dance(2007)
2049,114677,1,12 Angry Men(1997)
2050,114709,1,3000 Miles to Graceland(2001)
2051,114756,27,Iron Man 2(2010)
2052,114759,45,Mad Max(1979)
2053,114761,1,He-Man 
2054,114785,15,Little Shop of Horrors(1986)
2055,114801,32,Trading Places(1983)
2056,114851,13,The Godfather 
2057,114854,4,Rapture-Palooza(2013)
2058,114876,1,Resident Evil: Extinction(2007)
